Gene,cond1,cond2,cond3,cond4,cond5,cond6,cond7,cond8,cond9,cond10,cond11,cond12,cond13,cond14,cond15,cond16,cond17
YMR223W,139,220,139,179,161,195,195,195,195,110,179,161,179,110,139,161,161
YMR225C,383,406,304,356,361,385,364,389,361,364,378,361,347,353,356,366,361
YMR226C,430,397,416,387,389,401,401,397,389,428,425,411,404,432,389,417,403
YMR228W,283,283,230,248,271,283,294,248,294,256,283,277,283,248,230,289,289
YMR230W,497,473,504,480,491,441,462,451,468,536,467,491,482,468,419,509,500
YMR231W,69,0,0,69,69,110,69,110,139,69,110,139,139,139,139,139,139
YMR232W,110,69,0,69,0,0,0,0,69,0,0,0,0,0,0,0,69
YMR233W,220,264,208,230,208,256,240,240,283,248,256,294,271,277,277,256,277
YMR234W,69,110,0,69,69,110,69,69,110,69,69,69,139,69,110,69,69
YMR235C,248,289,256,271,248,256,271,256,283,220,248,230,271,248,248,208,248
YMR236W,343,343,326,318,330,333,347,337,356,322,326,356,326,333,333,356,333
YMR242C,358,378,408,397,333,381,353,358,383,430,403,371,385,409,389,378,401
YMR244C-A,283,318,309,300,304,264,240,240,248,220,248,264,256,248,248,264,248
YMR246W,309,397,378,376,364,304,289,300,330,283,277,289,309,289,300,300,318
YMR250W,271,208,69,69,0,69,69,110,139,110,139,161,139,161,161,179,179
YMR251W,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR253C,179,110,69,110,0,69,110,161,161,110,110,110,139,110,110,110,139
YMR254C,69,69,0,0,69,0,110,110,179,69,69,69,69,69,69,69,110
YMR255W,318,343,314,309,330,330,340,347,343,318,326,353,330,337,333,378,337
YMR262W,264,208,179,179,110,179,161,161,179,161,179,220,179,161,161,161,161
YMR263W,371,374,337,350,358,376,361,347,340,289,294,361,343,337,337,385,330
YMR265C,179,110,110,161,179,161,179,161,161,69,110,110,161,139,139,110,139
YMR268C,248,294,248,230,220,248,248,248,248,179,179,240,195,195,208,240,195
YMR269W,248,300,256,248,277,271,283,271,304,289,271,277,277,289,289,294,271
YMR270C,240,230,248,271,248,264,256,195,256,161,208,289,256,248,256,283,220
YMR271C,161,161,69,110,0,0,69,69,69,0,69,69,110,110,69,0,69
YMR273C,208,240,230,208,195,240,256,248,179,139,161,220,179,139,139,69,139
YMR274C,110,69,110,161,110,161,161,110,139,69,69,110,161,110,110,69,110
YMR278W,230,179,69,195,220,230,240,208,230,139,179,179,230,208,195,139,195
YMR279C,69,0,0,0,0,0,0,69,69,0,69,69,69,0,0,0,0
YMR281W,264,208,240,271,230,256,240,230,240,179,208,220,240,208,208,208,208
YMR284W,208,139,69,139,139,161,161,161,195,139,161,195,179,179,179,139,195
YMR286W,387,395,337,333,326,356,350,343,353,330,347,399,337,326,340,401,347
YMR290C,318,350,326,366,350,340,326,350,361,300,314,283,340,343,340,283,337
YMR290W-A,69,69,0,69,0,0,69,69,139,0,69,0,110,69,69,0,69
YMR291W,110,69,110,179,195,208,195,208,208,179,161,139,179,179,195,195,195
YMR294W,264,264,220,248,256,264,283,294,271,195,220,271,240,256,264,294,264
YMR295C,395,425,417,420,429,417,426,403,389,358,385,437,403,413,404,438,385
YMR299C,139,161,139,161,179,240,240,230,220,69,110,220,179,179,161,195,179
YMR303C,110,69,69,110,69,69,69,69,110,0,110,0,69,69,69,0,0
YMR305C,322,387,389,401,393,364,353,318,337,322,393,383,403,381,350,326,330
YMR306C-A,69,0,0,69,69,69,69,69,0,0,0,69,69,69,0,69,0
YMR306W,0,110,69,69,69,69,69,69,69,0,69,69,69,69,69,69,0
YMR308C,358,389,371,369,369,369,369,366,369,340,353,366,361,356,353,347,350
YMR312W,248,220,230,283,220,248,248,256,271,195,240,240,264,248,248,195,230
YMR316C-A,264,230,195,256,220,208,248,240,240,208,208,161,220,220,240,208,264
YMR316W,337,256,220,309,256,248,289,283,264,208,208,220,230,220,256,248,289
YMR317W,195,289,208,161,248,240,271,256,220,179,110,139,110,69,69,0,0
YMR320W,139,139,139,161,110,69,69,69,69,0,0,69,69,0,0,0,0
YMR325W,110,0,0,110,110,69,69,0,69,69,69,0,110,69,69,0,69
YNL004W,289,330,277,289,300,309,304,300,300,248,277,333,300,277,277,337,289
YNL007C,408,371,283,277,248,256,256,240,256,240,264,300,289,271,300,343,337
YNL009W,139,69,0,69,69,110,69,0,110,0,69,0,110,69,69,69,69
YNL011C,195,110,179,139,110,161,139,161,139,69,110,69,179,110,139,69,139
YNL012W,161,69,69,110,69,69,110,69,110,0,69,69,110,69,69,0,110
YNL013C,195,161,179,220,195,195,161,179,195,248,220,161,220,240,220,161,208
YNL014W,110,110,69,139,110,69,69,69,69,0,69,69,110,110,69,110,69
YNL015W,376,361,322,330,322,333,333,322,340,393,433,413,404,404,378,356,376
YNL016W,333,383,366,369,353,364,361,361,387,358,369,385,374,371,366,408,366
YNL019C,69,0,0,69,69,69,69,0,0,0,0,0,69,69,69,69,0
YNL021W,110,69,0,69,110,110,139,139,161,69,110,110,161,139,110,69,110
YNL029C,179,220,139,161,161,161,179,161,220,110,161,161,195,179,179,161,179
YNL030W,411,442,453,430,458,403,419,416,409,452,467,465,426,449,432,470,441
YNL031C,422,458,458,458,460,414,432,413,411,442,456,454,426,447,433,462,432
YNL033W,69,0,0,110,110,110,110,69,69,0,0,69,69,69,69,69,0
YNL034W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNL035C,161,139,139,161,110,161,161,139,179,0,110,110,161,110,110,0,110
YNL037C,330,264,230,283,277,271,248,271,318,289,322,289,340,322,322,294,318
YNL038W,195,195,179,220,230,220,230,240,240,179,208,195,240,248,240,179,230
YNL041C,264,264,230,248,248,264,271,271,264,208,240,264,271,248,248,289,248
YNL042W,248,277,230,208,240,240,248,271,256,195,179,240,195,195,208,256,208
YNL043C,399,444,423,408,432,432,433,419,389,378,376,438,383,391,395,466,376
YNL046W,304,264,256,283,277,309,277,264,318,376,378,364,330,304,289,304,337
YNL047C,240,240,230,230,240,264,248,220,256,256,248,277,220,220,208,256,240
YNL049C,248,195,179,220,208,230,220,220,208,139,179,161,230,208,195,139,195
YNL051W,208,161,161,195,208,208,220,230,230,139,195,161,208,208,208,139,220
YNL053W,195,195,161,195,230,264,271,277,256,139,179,208,220,195,220,240,208
YNL056W,277,304,256,271,277,283,318,333,358,289,289,330,309,300,314,369,330
YNL057W,139,139,110,139,139,208,256,256,289,220,230,240,230,208,248,264,271
YNL058C,256,230,256,264,271,330,364,369,376,353,333,347,309,322,353,397,374
YNL063W,195,110,110,110,0,110,110,69,110,69,110,110,110,69,69,69,69
YNL065W,294,300,277,314,326,318,300,294,289,139,179,208,240,230,230,208,240
YNL067W,387,395,404,401,401,361,376,381,393,444,429,393,397,409,397,411,406
YNL071W,378,381,376,366,371,353,369,364,378,383,381,397,376,361,356,385,347
YNL072W,69,139,179,139,139,110,69,69,110,161,161,195,139,139,110,110,69
YNL073W,220,179,139,161,110,139,161,139,208,195,220,240,230,195,195,161,208
YNL078W,230,195,139,161,179,230,220,230,277,294,309,289,256,220,208,256,283
YNL079C,416,430,432,411,441,413,425,430,428,448,443,448,413,429,423,458,430
YNL082W,110,161,195,161,110,69,0,0,110,161,220,220,179,161,110,110,139
YNL083W,69,69,0,69,0,0,0,69,110,0,110,110,110,110,110,69,110
YNL084C,350,358,347,350,361,353,361,364,361,337,356,391,358,366,364,395,358
YNL087W,208,248,230,264,277,248,283,248,240,195,220,220,277,248,248,230,220
YNL088W,195,230,256,256,300,264,256,230,264,230,283,289,300,283,264,220,220
YNL092W,161,69,0,69,69,69,69,69,69,69,0,69,69,69,69,69,69
YNL094W,195,179,161,179,139,179,179,208,208,110,161,179,220,161,161,161,139
YNL096C,429,468,480,449,464,432,455,444,438,467,465,479,433,451,445,484,443
YNL097C,208,208,220,208,208,230,230,240,230,139,195,256,195,179,179,230,179
YNL101W,256,195,179,220,179,208,220,208,256,179,208,139,240,208,230,179,220
YNL102W,139,179,271,256,179,161,110,69,139,139,240,230,220,179,139,69,139
YNL106C,179,179,110,110,139,139,110,110,161,69,110,110,139,139,110,110,110
YNL110C,369,414,406,391,419,399,413,408,401,376,381,409,381,401,383,401,387
YNL111C,333,343,304,333,371,318,358,356,387,406,399,385,391,403,387,393,395
YNL112W,283,358,381,378,393,333,353,350,364,337,333,326,358,361,358,340,350
YNL113W,389,411,404,389,416,391,399,395,387,371,369,381,389,374,383,404,371
YNL114C,304,314,326,322,330,300,304,304,322,304,314,271,337,318,326,277,314
YNL115C,195,110,69,139,139,139,161,179,195,139,195,195,230,179,179,161,179
YNL124W,387,423,403,361,330,366,364,356,340,283,300,322,333,318,304,330,314
YNL126W,179,179,195,230,220,248,208,161,139,69,139,179,230,208,179,110,139
YNL132W,271,347,314,309,314,322,330,330,326,271,277,309,309,289,294,309,283
YNL133C,264,230,179,139,179,195,220,208,208,195,208,256,195,208,208,220,208
YNL134C,322,289,256,220,179,179,208,208,248,248,264,271,271,240,248,256,264
YNL136W,289,277,264,271,283,277,294,283,283,248,271,309,289,289,283,304,264
YNL140C,230,230,220,208,230,264,256,256,256,208,240,240,240,230,230,208,220
YNL142W,230,208,139,179,161,208,230,230,283,230,277,309,356,347,343,353,330
YNL144C,69,0,110,69,69,110,69,69,110,0,0,0,69,69,69,69,69
YNL146W,139,69,0,0,69,69,0,110,110,0,69,69,69,69,69,0,69
YNL147W,343,353,356,350,374,343,361,353,340,340,358,356,347,358,353,330,347
YNL148C,110,139,69,69,139,69,110,69,139,69,110,161,139,110,139,161,139
YNL149C,383,411,399,383,425,387,406,404,393,404,403,425,397,414,409,441,403
YNL150W,340,337,364,361,358,337,353,347,356,366,364,340,353,376,369,318,364
YNL152W,195,161,179,195,208,179,195,179,195,110,161,139,208,195,208,230,179
YNL154C,369,385,406,389,403,401,401,413,387,353,374,413,383,378,381,434,381
YNL156C,289,248,208,248,264,283,283,289,326,220,318,314,340,271,271,256,283
YNL160W,391,374,248,256,230,220,358,399,416,399,389,356,330,300,366,411,419
YNL162W,403,413,433,399,436,381,397,393,383,474,442,439,387,411,397,432,425
YNL163C,283,318,277,256,294,294,294,304,283,220,248,271,271,256,264,283,248
YNL164C,271,283,283,271,294,294,300,294,277,220,248,277,264,248,256,300,248
YNL170W,294,248,283,300,264,283,277,283,277,248,256,283,294,271,256,240,264
YNL171C,179,208,161,195,240,277,277,289,289,208,220,208,240,240,248,220,248
YNL172W,110,110,110,110,139,161,195,208,195,69,110,110,161,139,139,110,139
YNL173C,220,139,0,69,110,110,69,69,139,139,195,195,161,139,110,139,161
YNL175C,374,411,423,408,416,395,406,401,393,393,393,395,395,401,393,408,383
YNL176C,161,110,69,179,208,220,208,195,195,69,161,179,220,179,179,161,139
YNL179C,110,161,139,110,139,195,195,208,139,69,110,110,139,139,110,110,110
YNL184C,283,322,230,220,230,264,256,264,271,195,248,289,248,230,240,283,256
YNL186W,381,436,419,401,385,385,387,387,385,340,361,393,374,358,364,403,353
YNL191W,195,195,161,220,271,230,195,208,195,139,161,161,208,161,161,161,161
YNL192W,240,208,248,283,256,271,256,240,283,271,326,240,300,264,256,179,294
YNL193W,230,139,161,179,139,179,139,161,161,69,110,110,161,139,139,110,110
YNL194C,69,0,0,0,0,0,0,0,69,0,0,0,69,0,0,69,0
YNL195C,248,256,271,277,230,240,208,195,195,139,161,195,195,161,139,139,139
YNL196C,179,179,110,110,110,139,110,139,139,69,69,110,110,110,110,161,110
YNL197C,110,110,139,208,208,240,230,208,220,69,179,161,248,208,195,179,195
YNL198C,0,69,0,69,0,69,69,69,69,0,69,69,69,69,0,0,0
YNL199C,230,248,240,240,240,248,240,248,240,179,208,248,240,220,220,240,208
YNL200C,264,179,139,110,110,110,69,110,161,161,179,220,208,179,179,179,161
YNL201C,161,179,110,139,161,139,161,139,161,69,161,139,161,139,139,69,139
YNL203C,179,110,69,0,0,0,0,69,0,0,0,0,0,0,0,69,0
YNL209W,452,486,485,463,444,439,444,444,450,483,461,451,447,439,429,493,461
YNL210W,110,179,69,69,69,69,69,110,110,69,0,69,69,69,69,69,69
YNL211C,289,289,230,230,208,264,264,208,248,220,220,264,230,230,248,230,240
YNL215W,309,300,277,271,294,289,309,304,283,248,283,309,289,271,271,300,264
YNL217W,289,294,248,256,230,271,283,240,256,240,271,230,271,277,264,208,271
YNL218W,69,69,69,69,69,69,69,0,110,69,110,0,110,69,69,0,0
YNL219C,289,300,289,294,300,304,294,300,318,289,304,277,314,294,289,314,271
YNL220W,256,289,277,277,256,248,256,248,277,240,289,220,294,289,283,240,300
YNL223W,139,69,69,110,69,139,110,110,139,69,69,110,139,110,110,69,110
YNL227C,248,277,220,240,248,248,271,277,277,230,220,248,248,248,264,264,230
YNL230C,220,208,139,110,139,139,161,139,161,69,110,139,139,110,110,69,69
YNL231C,300,271,318,314,264,277,264,289,322,300,353,283,330,304,309,283,318
YNL233W,220,256,304,264,208,220,195,195,220,179,264,264,230,195,179,195,179
YNL234W,139,110,110,139,139,161,139,110,110,0,69,0,110,69,69,0,69
YNL237W,139,69,0,0,0,0,69,0,69,0,0,69,69,0,69,0,0
YNL241C,304,264,220,283,330,322,294,271,283,271,300,318,309,264,271,294,271
YNL242W,110,110,69,0,0,69,0,0,69,69,69,0,69,0,69,0,69
YNL243W,347,340,353,353,366,353,350,353,350,333,347,358,358,356,347,389,340
YNL251C,240,340,330,300,304,289,264,271,264,195,230,264,248,230,220,230,208
YNL252C,271,277,179,208,240,240,240,230,294,264,294,304,289,289,289,277,283
YNL255C,383,406,425,401,417,395,406,399,401,419,422,403,391,401,397,420,397
YNL258C,161,110,110,161,139,161,139,161,161,69,161,69,195,161,161,110,161
YNL263C,289,322,343,326,294,294,283,271,289,271,326,361,326,289,289,322,264
YNL266W,195,161,139,195,195,195,208,179,208,161,195,139,220,220,208,110,195
YNL269W,139,110,69,69,0,69,0,0,0,0,0,0,0,0,0,0,0
YNL270C,195,139,139,139,69,110,69,0,69,0,69,0,69,69,0,0,0
YNL273W,179,230,289,230,195,195,179,161,208,220,256,271,230,179,139,161,139
YNL274C,230,110,110,69,0,69,0,69,110,69,139,110,161,110,69,69,110
YNL276C,110,110,110,220,256,208,139,139,179,139,195,230,230,220,220,240,240
YNL277W,139,69,110,179,195,161,110,69,69,69,110,139,161,110,110,139,139
YNL278W,139,195,230,195,220,208,220,230,161,139,161,208,139,139,161,208,139
YNL279W,110,69,0,69,69,69,0,0,69,0,0,0,0,0,0,0,0
YNL281W,366,358,343,314,318,304,300,289,322,264,289,264,314,322,318,264,322
YNL285W,139,179,69,69,0,69,110,69,0,0,0,110,69,69,69,0,69
YNL289W,69,314,364,358,264,248,208,161,139,220,314,309,277,240,208,161,161
YNL290W,230,256,230,248,208,220,220,179,240,195,248,271,256,208,208,161,195
YNL294C,322,333,309,322,322,340,333,326,333,264,304,330,322,309,304,337,309
YNL299W,256,289,230,230,277,271,277,256,264,195,208,240,256,248,248,248,220
YNL300W,240,277,420,408,347,337,283,230,195,240,347,277,337,309,271,195,220
YNL301C,413,441,454,436,423,401,408,409,420,463,438,432,419,420,406,443,430
YNL302C,429,452,456,433,450,417,423,422,442,518,480,465,438,455,447,483,458
YNL303W,240,264,309,277,240,230,220,230,240,248,289,277,256,248,230,220,220
YNL304W,139,195,220,195,208,179,208,195,179,161,208,240,195,179,161,179,139
YNL305C,300,220,208,240,208,208,220,208,248,208,256,271,271,256,256,256,230
YNL306W,264,289,230,230,271,248,289,271,300,289,304,314,289,294,289,300,283
YNL309W,110,161,220,179,69,69,69,0,110,110,161,161,139,69,69,110,69
YNL310C,350,330,366,340,294,304,289,283,309,283,333,340,318,289,271,300,289
YNL312W,322,343,408,389,350,326,283,264,294,318,376,389,358,322,300,283,277
YNL313C,230,309,289,277,283,264,277,271,271,240,271,283,264,240,240,240,208
YNL314W,195,161,139,161,179,161,161,179,161,110,139,195,161,139,161,208,110
YNL325C,195,179,139,195,161,161,179,179,179,139,179,139,179,179,161,139,139
YNL327W,376,393,333,347,371,403,350,333,401,475,481,483,422,389,364,428,414
YNL328C,139,110,69,69,69,69,69,110,69,69,69,110,69,69,69,139,69
YNL329C,264,271,208,240,256,271,264,271,289,230,277,283,264,248,256,309,256
YNL333W,277,294,256,248,195,195,161,161,139,69,139,161,161,110,69,110,69
YNL335W,69,69,69,69,0,0,0,0,69,0,69,69,69,0,0,0,0
YNL336W,283,294,264,264,289,264,283,277,277,256,294,318,300,294,289,304,283
YNL339C,401,406,383,401,411,369,378,381,399,450,449,436,404,403,397,420,389
YNR001C,337,208,195,230,264,240,248,271,318,314,326,314,314,283,289,277,304
YNR002C,230,110,110,161,161,161,139,161,161,110,139,110,139,139,139,139,139
YNR003C,277,326,289,289,304,300,314,318,314,230,271,300,289,283,289,294,264
YNR004W,69,69,0,69,69,69,110,110,110,0,69,69,110,69,110,0,69
YNR006W,264,248,220,230,220,264,256,271,248,179,208,248,220,195,195,271,220
YNR009W,139,220,277,330,358,371,333,294,277,220,289,337,356,350,309,322,271
YNR013C,208,195,110,195,179,220,220,195,208,161,179,139,195,179,179,139,161
YNR014W,277,294,271,256,248,248,248,248,230,161,161,179,179,161,179,208,161
YNR018W,399,420,399,381,389,397,401,413,416,397,383,393,378,369,374,406,366
YNR019W,161,69,0,0,0,69,69,110,161,161,161,161,179,179,161,161,179
YNR022C,378,371,343,333,340,356,343,347,356,330,347,385,353,353,340,385,353
YNR032W,161,161,139,139,179,139,179,139,161,69,139,110,195,179,179,161,161
YNR034W,139,69,0,69,69,69,69,110,139,69,110,69,139,110,69,110,110
YNR036C,309,314,277,256,264,271,277,283,318,304,330,347,314,326,326,356,322
YNR038W,220,256,208,230,220,230,230,230,230,161,179,208,220,220,230,179,195
YNR039C,294,304,208,256,264,283,283,289,264,179,230,264,256,248,256,256,230
YNR042W,208,179,195,195,139,179,179,179,220,139,208,179,220,161,179,161,179
YNR044W,195,230,230,208,161,195,139,161,195,161,179,161,195,161,139,110,195
YNR046W,347,393,366,350,350,364,361,364,374,358,343,358,340,353,353,376,347
YNR049C,283,289,283,271,264,283,264,283,271,230,256,289,256,256,271,300,256
YNR051C,309,326,294,300,322,330,333,337,309,294,304,330,318,314,322,326,289
YNR053C,356,358,385,369,364,364,371,366,369,358,369,356,366,378,376,364,358
YNR058W,179,161,110,139,179,179,161,161,161,69,69,110,139,139,139,179,110
YNR060W,139,139,69,69,69,69,69,69,110,0,0,69,110,69,69,110,0
YNR062C,69,0,0,0,0,0,69,69,0,0,0,0,0,0,0,69,0
YNR063W,69,69,0,0,69,69,69,69,69,0,0,0,0,0,0,0,0
YNR065C,404,369,337,353,340,391,395,374,371,374,397,428,361,347,371,432,374
YNR067C,195,139,69,69,161,240,179,139,248,326,347,309,277,240,220,220,264
YNR068C,110,69,69,69,69,69,69,69,69,0,0,0,69,69,69,0,69
YNR071C,179,195,139,139,110,139,110,139,139,0,69,69,69,69,69,69,0
YNR073C,139,69,69,110,69,69,69,69,69,0,0,0,69,69,69,69,69
YNR077C,230,264,240,277,240,248,248,240,208,179,195,161,179,208,208,110,179
YOL002C,208,277,264,264,208,195,195,179,208,161,179,161,208,179,208,161,220
YOL007C,256,347,399,385,309,289,248,208,208,248,347,350,330,277,230,208,208
YOL009C,248,248,161,161,161,179,195,195,220,139,179,208,195,179,179,220,179
YOL010W,208,248,208,208,220,208,208,208,230,195,208,208,230,195,195,195,179
YOL011W,195,248,264,230,195,208,208,208,230,208,240,208,220,179,195,139,179
YOL012C,208,220,240,300,337,326,322,304,294,264,289,318,318,333,337,330,271
YOL013C,208,161,110,179,195,179,208,179,179,139,195,161,195,161,161,208,139
YOL014W,300,240,110,220,230,264,326,322,300,220,230,179,248,248,300,294,294
YOL016C,314,220,220,240,240,220,248,230,220,208,240,240,230,220,230,230,264
YOL017W,110,69,195,139,69,110,69,69,69,110,179,161,139,69,69,0,69
YOL021C,277,337,294,283,289,309,309,304,318,256,264,264,300,271,277,264,264
YOL022C,294,343,300,304,326,326,326,326,347,264,289,322,326,333,326,294,322
YOL023W,110,0,0,0,69,110,0,0,110,69,110,110,110,110,110,110,110
YOL026C,358,364,289,340,347,326,333,322,322,326,326,366,309,309,318,361,300
YOL027C,314,337,248,318,330,326,322,314,322,322,309,271,326,309,322,347,300
YOL028C,195,230,139,195,208,195,220,220,208,110,161,139,208,195,179,220,179
YOL031C,387,350,318,309,277,322,314,283,314,240,283,294,294,277,277,277,277
YOL032W,294,139,139,179,139,179,179,195,208,161,195,195,208,179,195,220,208
YOL036W,264,264,248,230,256,271,264,271,248,179,220,264,248,230,240,264,220
YOL038W,361,350,300,309,330,309,326,314,361,374,385,399,358,361,371,385,356
YOL039W,441,479,438,450,458,430,441,443,443,506,483,475,448,458,464,511,448
YOL040C,461,473,428,461,480,439,451,449,451,536,500,485,452,471,471,501,468
YOL041C,283,340,314,300,337,326,340,330,318,277,289,248,309,309,294,277,289
YOL042W,208,195,179,195,179,220,230,230,220,139,179,179,220,179,179,139,195
YOL044W,139,69,69,161,110,139,139,161,179,69,139,110,161,161,179,69,161
YOL046C,0,69,0,0,0,0,0,0,0,0,0,0,69,69,0,0,0
YOL047C,161,69,69,69,69,69,69,0,0,0,69,69,110,110,69,0,69
YOL048C,248,161,139,208,195,220,195,208,248,220,248,230,256,240,230,208,256
YOL049W,309,330,304,289,326,309,322,326,340,322,340,371,343,333,337,361,330
YOL050C,230,277,240,240,289,248,277,264,289,248,264,283,277,289,294,264,264
YOL052C-A,318,240,69,161,139,139,161,139,139,161,179,230,208,195,220,248,220
YOL054W,220,220,240,230,220,195,230,161,220,208,230,248,230,208,195,208,208
YOL055C,240,195,139,161,110,161,161,139,139,69,139,110,161,139,139,110,139
YOL058W,294,326,337,340,322,322,322,322,333,289,309,322,369,369,353,385,374
YOL059W,337,318,248,240,248,283,289,314,347,337,330,333,350,330,322,353,318
YOL060C,240,139,139,179,161,195,195,208,208,139,161,161,195,161,161,139,179
YOL063C,256,248,220,264,264,271,264,256,240,195,248,283,230,220,248,208,220
YOL064C,294,318,256,318,318,304,322,314,326,289,340,356,350,337,358,369,356
YOL065C,139,69,0,69,69,110,110,110,139,110,110,161,161,110,139,110,110
YOL069W,0,0,0,0,0,139,139,139,110,0,0,0,110,69,110,69,110
YOL070C,289,277,283,277,277,330,347,356,369,330,326,330,314,318,333,376,350
YOL071W,330,271,208,220,208,240,230,230,248,230,256,271,271,256,248,256,264
YOL073C,277,230,208,220,139,195,179,179,240,230,195,240,208,230,230,256,195
YOL077C,318,374,358,356,361,347,361,356,361,326,353,347,347,358,358,343,337
YOL079W,110,208,110,179,161,179,195,195,195,110,139,139,195,179,179,110,139
YOL080C,277,337,318,294,304,289,309,309,304,240,256,264,289,294,289,277,277
YOL081W,240,264,230,256,271,277,264,264,277,195,230,208,271,248,256,195,248
YOL082W,230,240,110,161,179,195,195,208,208,161,208,220,230,208,208,179,220
YOL083W,277,220,195,179,110,139,110,110,139,139,161,179,161,139,139,139,161
YOL090W,179,195,240,220,195,161,161,139,161,179,271,271,240,220,195,110,161
YOL091W,69,69,0,69,0,0,0,0,0,0,0,0,69,0,69,0,0
YOL093W,240,304,271,248,271,271,283,283,283,264,277,264,271,256,271,277,264
YOL096C,139,69,0,69,69,110,110,110,139,110,139,110,139,110,110,69,139
YOL100W,300,271,220,230,230,283,256,283,264,208,208,256,240,220,220,271,230
YOL101C,208,369,369,314,179,139,110,110,110,0,69,69,69,69,69,0,69
YOL104C,179,179,69,69,69,0,0,0,69,0,0,0,69,0,69,0,0
YOL105C,208,277,179,230,220,230,240,248,248,139,195,220,220,161,195,179,179
YOL106W,110,0,0,69,69,69,0,0,69,0,69,69,69,69,69,0,0
YOL107W,110,0,0,0,0,0,0,0,0,69,69,69,69,69,69,0,0
YOL108C,277,289,277,271,289,304,283,326,283,248,271,294,283,283,289,318,289
YOL113W,161,139,179,248,271,300,277,271,277,240,248,248,256,256,277,271,264
YOL114C,0,0,0,69,69,69,69,69,69,0,0,69,69,110,69,69,69
YOL117W,161,110,0,69,110,110,110,110,110,69,69,69,110,110,139,69,110
YOL118C,208,264,179,179,208,208,208,220,195,69,110,139,161,208,248,208,240
YOL119C,139,195,69,110,110,110,161,139,161,69,110,110,179,179,208,195,220
YOL123W,401,442,462,444,416,401,374,383,406,417,403,413,403,395,385,423,391
YOL124C,353,416,374,366,369,376,356,356,371,333,318,330,358,356,340,369,340
YOL126C,69,0,0,69,0,69,69,69,110,0,69,69,110,69,69,69,110
YOL127W,465,483,504,469,498,461,472,472,454,530,508,492,460,492,482,492,491
YOL130W,220,277,179,248,240,248,256,256,256,179,230,195,240,208,220,208,220
YOL134C,208,179,139,161,110,179,161,179,179,139,139,139,179,179,179,110,195
YOL138C,161,179,110,69,110,161,139,161,179,110,110,110,110,69,110,110,110
YOL139C,445,474,482,458,454,441,447,443,444,484,474,473,445,457,449,491,463
YOL140W,195,264,240,230,195,220,230,195,208,161,179,195,230,240,240,230,220
YOL141W,0,69,69,0,0,69,69,69,0,0,0,69,0,0,0,0,0
YOL143C,356,366,283,340,330,326,322,326,347,347,353,361,340,343,350,366,340
YOL144W,277,309,271,271,309,314,309,300,300,248,264,294,277,277,283,294,256
YOL145C,179,208,139,161,230,230,240,230,230,179,208,220,248,240,230,240,240
YOL146W,283,283,300,300,256,271,230,230,240,208,248,195,248,248,240,195,240
YOL147C,326,300,318,326,314,330,304,304,326,283,326,294,333,314,304,277,304
YOL150C,230,195,139,139,161,195,195,208,256,248,248,230,264,271,277,230,248
YOL151W,314,264,208,208,195,240,248,256,300,248,283,271,304,289,277,240,271
YOL152W,139,69,0,0,0,69,69,0,69,0,69,69,69,0,0,0,0
YOL153C,110,0,0,0,0,0,0,0,69,0,69,69,69,0,0,69,0
YOL154W,195,195,139,139,69,69,69,110,139,69,110,69,69,69,110,69,110
YOL155C,179,161,248,322,294,318,300,283,248,248,294,264,289,248,220,195,179
YOL156W,277,230,139,179,161,161,179,179,161,139,139,195,139,139,161,161,139
YOL158C,139,110,69,110,110,139,161,161,179,110,139,139,161,161,195,161,195
YOL159C,271,208,220,256,220,248,240,220,208,161,208,161,230,220,220,161,230
YOL160W,208,179,139,139,139,139,110,69,110,0,69,0,69,69,69,0,69
YOL161C,240,240,248,256,179,208,179,179,179,179,139,139,208,161,139,179,161
YOL162W,208,195,139,179,139,139,110,110,139,69,69,69,110,110,110,69,139
YOL163W,69,69,0,69,69,69,69,69,69,0,0,0,69,0,0,69,0
YOL164W,161,161,139,139,110,139,110,139,139,69,139,161,161,110,139,161,110
YOL165C,264,248,195,230,220,256,256,240,248,161,220,179,248,256,230,161,248
YOR001W,240,300,283,248,264,240,256,256,277,240,240,264,240,230,240,240,220
YOR003W,195,161,110,179,139,110,139,110,161,161,161,161,161,161,161,139,139
YOR005C,208,161,110,139,110,110,139,110,139,69,110,69,139,139,110,110,139
YOR006C,230,283,220,230,256,264,271,264,264,179,220,240,248,240,248,248,248
YOR012W,230,195,179,220,179,220,195,195,220,110,179,161,208,179,179,139,179
YOR025W,0,0,69,69,110,195,208,195,248,110,139,69,161,161,179,161,179
YOR026W,195,277,337,294,283,277,271,277,264,230,283,309,271,248,248,240,220
YOR027W,432,408,337,300,314,304,300,300,318,300,304,340,309,309,322,353,330
YOR032C,208,179,139,161,179,220,220,195,230,208,230,230,220,208,179,220,256
YOR036W,277,195,161,208,230,248,256,256,256,220,248,264,264,248,256,283,277
YOR040W,195,161,110,69,69,69,69,69,69,0,69,110,69,69,69,110,110
YOR041C,110,0,0,69,0,0,0,69,69,0,69,0,69,69,0,0,0
YOR042W,304,283,195,230,264,283,277,289,264,230,256,289,256,240,248,277,248
YOR049C,110,69,0,69,110,110,110,110,161,69,69,69,110,110,110,69,139
